t_index	term	df
3149	dows	1
3150	doyal	2
3151	doze	1
3152	dozen	132
3153	dozo	1
3154	dpko	1
3155	dpmo	4
3156	dr	8
3157	draconian	2
3158	draft	19
3159	drag	16
3160	dragan	8
3161	dragana	1
3162	dragesa	1
3163	dragisha	1
3164	dragoljub	8
3165	dragomir	2
3166	dragon	3
3167	drain	9
3168	drama	14
3169	draman	15
3170	dramat	33
3171	drape	18
3172	draper	2
3173	draskov	15
3174	drastic	1
3175	draw	62
3176	drawn	18
3177	dread	1
3178	dream	21
3179	dress	25
3180	dresser	1
3181	drew	23
3182	drexel	1
3183	dri	18
3184	drift	3
3185	drill	10
3186	drink	15
3187	drip	1
3188	drissa	3
3189	drive	77
3190	driven	17
3191	driver	35
3192	driveway	1
3193	drizzl	1
3194	drizzli	1
3195	drop	62
3196	drought	2
3197	drove	25
3198	drown	6
3199	drub	1
3200	drudg	1
3201	drug	61
3202	drugli	1
3203	drum	1
3204	drumbeat	3
3205	drummer	3
3206	drunk	3
3207	drunken	1
3208	drydock	1
3209	dtic	4
3210	du	1
3211	dual	1
3212	duan	1
3213	dub	3
3214	dubai	6
3215	dubiou	1
3216	duboc	1
3217	duc	7
3218	duck	4
3219	duct	6
3220	dudley	32
3221	due	40
3222	duel	3
3223	duffel	2
3224	duffi	7
3225	duffl	1
3226	dug	27
3227	duglon	1
3228	duguid	2
3229	duke	1
3230	dull	2
3231	duluth	2
3232	duma	1
3233	dump	13
3234	duo	1
3235	duopoli	1
3236	dupe	1
3237	duplic	1
3238	durango	2
3239	duress	1
3240	dusan	1
3241	dusk	2
3242	dust	19
3243	dusti	14
3244	dutch	4
3245	duti	30
3246	duval	2
3247	dwarf	1
3248	dwell	2
3249	dweller	3
3250	dwight	2
3251	dwindl	11
3252	dwyer	1
3253	dy	7
3254	dye	2
3255	dygalo	5
3256	dynam	6
3257	dynamit	8
3258	dynasti	3
3259	dysfunct	1
3260	eager	18
3261	eagl	1
3262	eagleton	2
3263	eaker	1
3264	eant	1
3265	ear	7
3266	eardrum	2
3267	earli	217
3268	earlier	225
3269	earliest	8
3270	earmark	8
3271	earn	24
3272	earnest	5
3273	earshot	1
3274	earth	42
3275	earthmov	3
3276	earthquak	265
3277	eas	27
3278	easi	37
3279	easier	13
3280	easiest	2
3281	easili	30
3282	easley	1
3283	east	198
3284	eastern	46
3285	eat	16
3286	eaten	3
3287	eavesdrop	1
3288	eb	3
3289	ebb	5
3290	ebri	1
3291	eccel	1
3292	echeverria	2
3293	echo	28
3294	eclips	2
3295	ecolog	1
3296	ecologist	1
3297	econolin	1
3298	econom	133
3299	economi	101
3300	economist	13
3301	ecstat	1
3302	ecuador	12
3303	ecuadorian	1
3304	ed	13
3305	edberg	2
3306	edg	52
3307	edgar	1
3308	edict	1
3309	edific	1
3310	edikipa	1
3311	edinburgh	1
3312	edit	16
3313	editor	30
3314	editori	34
3315	edmond	37
3316	edmund	35
3317	edmundo	1
3318	edt	14
3319	eduard	1
3320	eduardo	1
3321	educ	56
3322	edward	6
3323	edwardo	1
3324	edwin	5
3325	ee	3
3326	eeri	2
3327	eerili	1
3328	effect	88
3329	effici	6
3330	effort	256
3331	effortlessli	1
3332	eg	1
3333	egg	6
3334	egoavil	3
3335	egotist	2
3336	egregi	2
3337	egypt	32
3338	egyptian	44
3339	ehud	8
3340	eight	131
3341	eighteen	1
3342	eighth	24
3343	eighti	5
3344	eisenhow	3
3345	either	65
3346	eject	2
3347	ekra	1
3348	el	148
3349	elabor	24
3350	elana	1
3351	elast	1
3352	elat	1
3353	elayn	1
3354	elbaum	2
3355	elbow	12
3356	elder	6
3357	elderli	5
3358	eldest	3
3359	elect	1078
3360	elector	122
3361	electr	57
3362	electrician	3
3363	electrifi	1
3364	electrocut	1
3365	electron	14
3366	eleg	5
3367	element	23
3368	elementari	2
3369	elena	6
3370	elev	4
3371	eleven	12
3372	elia	5
3373	eliac	1
3374	elier	2
3375	elig	11
3376	elimin	40
3377	elit	7
3378	elizabeth	8
3379	ellen	5
3380	elli	2
3381	elliot	2
3382	ellips	2
3383	ellipt	1
3384	ellwood	1
3385	eln	4
3386	elong	1
3387	els	35
3388	elsewher	57
3389	elton	2
3390	elud	12
3391	elus	4
3392	em	2
3393	eman	1
3394	emanuel	1
3395	embargo	33
3396	embark	4
3397	embarrass	11
3398	embassi	225
3399	embattl	9
3400	embed	1
3401	embellish	3
3402	emblemat	1
3403	embrac	22
3404	embroil	1
3405	emerg	139
3406	emerson	4
3407	emigr	7
3408	emil	5
3409	emili	2
3410	emilio	2
3411	emin	2
3412	emir	8
3413	emiss	1
3414	emissari	3
3415	emit	1
3416	emkne	1
3417	emmanuel	3
3418	emot	56
3419	empathet	1
3420	empathi	1
3421	emperor	4
3422	emphas	10
3423	emphasi	8
3424	emphat	5
3425	empir	7
3426	employ	19
3427	employe	79
3428	empow	2
3429	empt	1
3430	empti	14
3431	emul	3
3432	en	33
3433	enabl	10
3434	enact	4
3435	encircl	1
3436	enclos	1
3437	encor	1
3438	encount	16
3439	encourag	38
3440	end	409
3441	endang	5
3442	endear	1
3443	endeavor	3
3444	endem	1
3445	endors	14
3446	endur	18
3447	enemi	67
3448	energ	3
3449	energet	1
3450	energi	33
3451	enforc	68
3452	engag	27
3453	engend	2
3454	engin	73
3455	engineerman	2
3456	engineman	2
3457	england	2
3458	english	21
3459	engrav	1
3460	engulf	7
3461	enhanc	6
3462	enigmat	1
3463	enjoin	1
3464	enjoy	21
3465	enlarg	5
3466	enlist	14
3467	enmesh	1
3468	enmiti	2
3469	enorm	29
3470	enough	177
3471	enqvist	2
3472	enrag	2
3473	enrich	1
3474	ensembl	2
3475	ensign	6
3476	ensnar	2
3477	ensu	9
3478	ensul	1
3479	ensur	35
3480	entail	1
3481	entangl	2
3482	enter	77
3483	enterpris	4
3484	entertain	5
3485	enthusiasm	8
3486	enthusiast	7
3487	entic	4
3488	entir	46
3489	entireti	1
3490	entiti	2
3491	entitl	8
3492	entomb	4
3493	entourag	3
3494	entranc	7
3495	entrench	2
3496	entrepreneur	3
3497	entrepreneuri	2
3498	entrepreneurship	5
3499	entri	3
3500	entrust	2
3501	envelop	1
3502	envi	1
3503	environ	9
3504	environment	16
3505	environmentalist	3
3506	envis	2
3507	envisag	1
3508	envoy	8
3509	epa	3
3510	epic	3
3511	epicent	47
3512	epidem	2
3513	epiphani	1
3514	episcop	3
3515	episod	2
3516	equal	20
3517	equanim	1
3518	equip	104
3519	equival	12
3520	er	2
3521	era	58
3522	eras	11
3523	erect	8
3524	erena	2
3525	eri	4
3526	eric	6
3527	erinson	1
3528	erlang	1
3529	ernesto	4
3530	erni	4
3531	erod	10
3532	eros	4
3533	err	1
3534	errand	1
3535	errat	8
3536	erron	3
3537	error	88
3538	erupt	19
3539	es	5
3540	esam	1
3541	escal	10
3542	escap	210
3543	escape	48
3544	escort	13
3545	escud	4
3546	especi	84
3547	espehello	1
3548	espi	15
3549	espionag	50
3550	espitia	2
3551	espo	1
3552	espous	1
3553	essay	4
3554	essenc	3
3555	essenti	18
3556	est	1
3557	establish	54
3558	estat	20
3559	estim	91
3560	estrada	1
3561	estrang	1
3562	et	5
3563	etar	1
3564	etat	7
3565	etcetera	1
3566	ethan	2
3567	ethic	7
3568	ethiopia	1
3569	ethnic	72
3570	ethnocentr	2
3571	etoge	1
3572	eu	16
3573	eucom	1
3574	eugen	4
3575	eulog	4
3576	euphor	1
3577	euphoria	6
3578	europ	88
3579	european	83
3580	evacu	28
3581	evad	8
3582	evalu	15
3583	evan	11
3584	evanel	1
3585	evapor	4
3586	evas	16
3587	eve	71
3588	evelyn	2
3589	even	508
3590	evenh	1
3591	evenhand	1
3592	evenli	6
3593	event	105
3594	eventu	48
3595	ever	129
3596	everett	1
3597	everi	109
3598	eversinc	1
3599	evert	29
3600	everybodi	25
3601	everyday	10
3602	everyon	66
3603	everyth	98
3604	everywher	19
3605	evi	4
3606	evict	2
3607	evid	187
3608	evidenc	1
3609	evil	2
3610	evoc	1
3611	evok	1
3612	evolut	3
3613	ewe	4
3614	ex	55
3615	exacerb	1
3616	exact	8
3617	exactli	40
3618	exagger	7
3619	exalt	1
3620	exam	4
3621	examin	59
3622	exampl	62
3623	exasper	2
3624	excav	17
3625	exceed	5
3626	exceedingli	1
3627	excel	6
3628	except	29
3629	excerpt	6
3630	excess	3
3631	exchang	25
3632	excit	13
3633	exclaim	1
3634	exclam	2
3635	exclud	31
3636	exclus	20
3637	exclusion	2
3638	exclusionari	1
3639	excruci	1
3640	excus	9
3641	execut	96
3642	exemplari	1
3643	exemplifi	1
3644	exempt	2
3645	exercis	34
3646	exhaust	29
3647	exhibit	4
3648	exhilar	1
3649	exhort	2
3650	exil	50
3651	exist	27
3652	exit	35
3653	exocet	1
3654	exodu	3
3655	exoner	1
3656	expand	19
3657	expans	6
3658	expatri	3
3659	expect	254
3660	expectantli	1
3661	expedi	2
3662	expedit	5
3663	expel	5
3664	expenditur	2
3665	expens	23
3666	experi	63
3667	experienc	8
3668	expert	151
3669	expertis	8
3670	expir	9
3671	explain	38
3672	explan	13
3673	explicit	4
3674	explicitli	6
3675	explod	58
3676	exploit	7
3677	explor	14
3678	explos	474
3679	export	23
3680	expos	8
3681	express	91
3682	expuls	1
3683	exquisit	1
3684	extend	38
3685	extens	51
3686	extent	28
3687	exterior	3
3688	extern	15
3689	extinct	2
3690	extinguish	2
3691	extol	2
3692	extort	4
3693	extra	27
3694	extract	6
3695	extradit	45
3696	extraordinari	15
3697	extraordinarili	2
3698	extravag	2
3699	extrem	22
3700	extremist	25
3701	extric	2
3702	exuber	1
3703	exud	1
3704	exult	1
3705	eyadema	1
3706	eyal	1
3707	eye	84
3708	eyebal	2
3709	eyelid	1
3710	eyesburn	1
3711	eyewit	10
3712	eyewitnesss	1
3713	fa	3
3714	faa	1
3715	fabiani	1
3716	fabric	5
3717	facad	4
3718	face	235
3719	facial	1
3720	facil	54
3721	facilit	4
3722	fact	148
3723	factbook	8
3724	faction	14
3725	facto	2
3726	factor	27
3727	factori	24
3728	factual	1
3729	fade	26
3730	fadeyev	1
3731	fadhli	3
3732	fagan	2
3733	fahrenheit	1
3734	fail	131
3735	failur	17
3736	faint	6
3737	faintli	1
3738	fair	50
3739	fairfax	1
3740	fairleigh	1
3741	fairli	16
3742	faisal	1
3743	faith	13
3744	faithless	1
3745	fake	16
3746	fall	85
3747	fallen	35
3748	fallout	1
3749	faln	2
3750	fals	39
3751	falsif	1
3752	falsifi	5
3753	falter	4
3754	fame	7
3755	famer	1
3756	famili	326
3757	familiar	23
3758	famou	5
3759	fan	10
3760	fanci	1
3761	fanfar	2
3762	far	238
3763	faraway	3
3764	farc	2
3765	fare	1
3766	farera	1
3767	farewel	17
3768	farid	1
3769	farina	4
3770	farinella	3
3771	farm	9
3772	farmer	8
3773	farmington	1
3774	farrier	1
3775	farther	2
3776	farthest	2
3777	fascin	5
3778	fascist	3
3779	fashion	8
3780	faso	10
3781	fast	26
3782	faster	11
3783	fastest	2
3784	fat	2
3785	fatal	9
3786	fatalist	1
3787	fate	34
3788	father	114
3789	fatherless	1
3790	fatigu	7
3791	fatwa	1
3792	fault	47
3793	faulti	2
3794	favor	51
3795	favorit	14
3796	faw	1
3797	fax	14
3798	fay	1
3799	fayettevil	1
3800	fbi	262
3801	fda	1
3802	fear	123
3803	fearless	4
3804	feasibl	5
3805	feast	1
3806	feat	8
3807	featur	20
3808	feb	2
3809	februari	3
3810	fed	19
3811	feder	268
3812	federalist	1
3813	federico	11
3814	fee	8
3815	feed	14
3816	feel	184
3817	feet	95
3818	fehn	4
3819	feign	1
3820	feingold	2
3821	feinstein	7
3822	felix	9
3823	fell	79
3824	fellow	41
3825	felon	9
3826	feloni	15
3827	felt	100
3828	femal	14
3829	feminist	1
3830	fenc	8
3831	fend	2
3832	ferdinand	1
3833	ferment	1
3834	fernand	6
3835	fernandez	1
3836	fernando	5
3837	feroci	1
3838	ferraro	1
3839	ferreira	3
3840	ferrer	1
3841	ferrero	20
3842	ferret	2
3843	ferri	4
3844	fertil	3
3845	fervor	5
3846	fest	1
3847	festiv	8
3848	fetch	1
3849	fever	6
3850	feverish	1
3851	fewer	24
3852	fewest	1
3853	fh	1
3854	fhimah	1
3855	fiance	1
3856	fiberglass	11
3857	fiction	2
3858	fictiti	5
3859	fidel	5
3860	fidelia	2
3861	fidget	2
3862	fie	1
3863	fiefdom	2
3864	field	57
3865	fierc	16
3866	fieri	3
3867	fierrera	1
3868	fife	2
3869	fifteen	3
3870	fifteenth	1
3871	fifth	45
3872	fifti	2
3873	fight	106
3874	fighter	21
3875	figur	110
3876	fijimori	1
3877	file	63
3878	filipov	6
3879	fill	72
3880	fillmor	1
3881	film	8
3882	filter	1
3883	filth	1
3884	final	303
3885	finalist	5
3886	financ	47
3887	financi	79
3888	find	326
3889	fine	60
3890	finest	5
3891	finger	15
3892	fingerprint	5
3893	fingertip	1
3894	finish	67
3895	finit	2
3896	fink	11
3897	finland	2
3898	finsburi	1
3899	fir	4
3900	fire	199
3901	firearm	13
3902	firebal	1
3903	firebomb	2
3904	firecrack	2
3905	firefight	6
3906	fireman	6
3907	firepow	2
3908	firerescu	1
3909	fireston	1
3910	firestorm	1
3911	firework	6
3912	firm	36
3913	firmer	1
3914	firmli	12
3915	first	862
3916	firstli	1
3917	fiscal	3
3918	fischer	2
3919	fish	16
3920	fisheri	1
3921	fisherman	3
3922	fishermen	9
3923	fissur	1
3924	fist	25
3925	fit	32
3926	fitcher	1
3927	fitter	1
3928	fittingli	1
3929	fitzgerald	12
3930	five	320
3931	fix	18
3932	fizzl	1
3933	fl	1
3934	fla	22
3935	flabbergast	1
3936	flag	54
3937	flagrant	2
3938	flair	2
3939	flak	1
3940	flake	5
3941	flaku	6
3942	flame	13
3943	flank	6
3944	flare	3
3945	flash	3
3946	flashbulb	1
3947	flashlight	1
3948	flashpoint	3
3949	flat	13
3950	flatb	1
3951	flatli	1
3952	flatten	23
3953	flatter	1
3954	flatwar	1
3955	flaw	16
3956	flawless	2
3957	flawlessli	1
3958	flea	1
3959	fled	92
3960	fledg	1
3961	fledgl	2
3962	flee	43
3963	fleet	107
3964	fleischer	4
3965	flesh	2
3966	fletchal	2
3967	fletcher	4
3968	flew	36
3969	flex	1
3970	flexibl	2
3971	flfing	1
3972	fli	59
3973	flier	1
3974	flight	66
3975	flimsi	1
3976	fling	1
3977	flint	1
3978	flintoff	2
3979	flip	7
3980	float	15
3981	floater	1
3982	flood	46
3983	floodlight	1
3984	floodlit	2
3985	floor	43
3986	flop	4
3987	flore	22
3988	floresc	1
3989	florez	2
3990	florida	90
3991	florist	1
3992	floss	1
3993	flotilla	14
3994	flour	2
3995	flourish	3
3996	flow	11
3997	flower	8
3998	flown	51
3999	floyd	5
4000	fluctuat	1
4001	fluid	2
4002	flung	8
4003	fluorid	1
4004	flurri	4
4005	flush	1
4006	fluster	2
4007	fluti	3
4008	flux	1
4009	fm	1
4010	focu	49
4011	focus	52
4012	focuss	2
4013	foe	16
4014	fofana	2
4015	fog	13
4016	foggi	4
4017	foil	7
4018	fold	3
4019	foley	2
4020	folk	8
4021	folklor	1
4022	follow	272
4023	followup	1
4024	foment	3
4025	fond	2
4026	font	1
4027	food	99
4028	fool	2
4029	foolish	1
4030	foot	126
4031	footag	4
4032	footbal	13
4033	foothil	6
4034	foothold	6
4035	footnot	1
4036	footprint	1
4037	footstep	2
4038	footwear	1
4039	footwork	1
4040	forag	4
4041	foray	3
4042	forb	3
4043	forbid	1
4044	forbidden	2
4045	forc	664
4046	forcep	1
4047	forcibl	2
4048	ford	12
4049	fore	2
4050	forebod	1
4051	forecast	9
4052	foreclos	1
4053	forefront	2
4054	forehand	28
4055	forehead	2
4056	foreign	305
4057	foremost	3
4058	forens	22
4059	forerunn	2
4060	forese	3
4061	foreseen	1
4062	forest	9
4063	foretast	1
4064	forev	9
4065	foreword	1
4066	forg	5
4067	forgav	1
4068	forgeri	1
4069	forget	12
4070	forgiv	8
4071	forgiven	1
4072	forgot	1
4073	forgotten	7
4074	fork	2
4075	form	116
4076	formal	47
4077	format	12
4078	former	522
4079	formerli	9
4080	formid	4
4081	formul	1
4082	formula	3
4083	fornl	1
4084	forsak	1
4085	fort	14
4086	forth	5
4087	forti	5
4088	fortifi	2
4089	fortitud	1
4090	fortnight	1
4091	fortress	1
4092	fortun	16
4093	forum	15
4094	forward	71
4095	foster	5
4096	fought	54
4097	foul	1
4098	found	345
4099	foundat	21
4100	founder	11
4101	fountain	1
4102	four	400
4103	fourth	87
4104	fox	9
4105	foyer	2
4106	fpi	2
4107	fpt	3
4108	fr	1
4109	fraction	8
4110	fractiou	2
4111	fractur	10
4112	fragil	7
4113	fragment	10
4114	fraim	1
4115	frame	7
4116	framework	3
4117	franc	50
4118	franchis	1
4119	franci	8
4120	franciscan	2
4121	francisco	38
4122	francoi	1
4123	franjo	3
4124	frank	39
4125	frankfort	4
4126	frankfurt	10
4127	frankli	8
4128	frantic	20
4129	fraser	2
4130	frasur	3
4131	fraud	98
4132	fraudul	6
4133	fraught	3
4134	fray	4
4135	frazier	4
4136	fred	4
4137	freder	1
4138	fredericqu	1
4139	frederik	1
4140	free	148
4141	freed	25
4142	freedom	57
4143	freeh	47
4144	freeli	14
4145	freelli	1
4146	freepelti	2
4147	freer	3
4148	freewheel	1
4149	freez	2
4150	freight	2
4151	fremd	10
4152	fremont	2
4153	french	90
4154	frenchman	10
4155	frenchmen	1
4156	frenchwoman	2
4157	frenzi	3
4158	frequent	28
4159	fresh	20
4160	fresher	1
4161	freshman	10
4162	freshmen	2
4163	fresno	1
4164	fri	2
4165	friction	1
4166	friday	464
4167	friend	111
4168	friendli	21
4169	friendship	8
4170	frigat	12
4171	frighten	24
4172	frigid	1
4173	frist	2
4174	frond	1
4175	front	111
4176	frontier	1
4177	frontlin	1
4178	frown	1
4179	froze	7
4180	frozen	6
4181	fruit	7
4182	fruition	1
4183	fruitless	1
4184	frustrat	45
4185	fsb	8
4186	ft	1
4187	fudg	1
4188	fuel	56
4189	fuerth	1
4190	fugazi	9
4191	fugimori	3
4192	fugit	142
4193	fujimori	608
4194	fulfil	5
4195	full	92
4196	fullest	4
4197	fulli	45
4198	fume	1
4199	fun	2
4200	function	14
4201	functionari	2
4202	fund	90
4203	fundament	14
4204	fundamentalist	9
4205	fundrais	1
4206	funer	27
4207	funnel	3
4208	funni	2
4209	furi	6
4210	furiou	12
4211	furious	6
4212	furnish	2
4213	furnitur	6
4214	furor	2
4215	furrow	2
4216	furthermor	3
4217	furthest	1
4218	furtiv	2
4219	fuselag	1
4220	fuss	1
4221	futa	1
4222	futil	4
4223	futur	129
4224	futurist	1
4225	fuzzi	1
4226	ga	71
4227	gabbi	1
4228	gabe	1
4229	gabon	2
4230	gabriel	1
4231	gadget	1
4232	gadhafi	1
4233	gaell	1
4234	gaff	1
4235	gafney	3
4236	gag	1
4237	gagliardi	2
4238	gagnoa	5
4239	gaig	1
4240	gain	89
4241	gajar	3
4242	gal	1
4243	galapago	4
4244	gale	8
4245	galiardi	1
4246	gallup	5
4247	gallust	4
4248	galo	8
4249	galvan	2
4250	galvin	1
4251	gama	1
4252	gamaa	2
4253	gamarra	5
4254	gambler	2
4255	game	168
4256	gan	3
4257	gandhi	11
4258	gandhinagar	1
4259	gang	27
4260	gangster	2
4261	gantlet	1
4262	gap	13
4263	gape	16
4264	garag	6
4265	garbag	18
4266	garbl	8
4267	garcia	53
4268	garden	13
4269	gari	10
4270	garin	1
4271	garland	1
4272	garment	1
4273	garner	5
4274	garri	2
4275	garro	1
4276	garwood	3
4277	gase	1
4278	gash	4
4279	gasolin	2
4280	gasp	1
4281	gaston	1
4282	gate	21
4283	gatehous	2
4284	gateway	2
4285	gather	104
4286	gatl	1
4287	gatorad	1
4288	gaudi	1
4289	gaug	4
4290	gauna	2
4291	gaur	1
4292	gautam	1
4293	gave	122
4294	gavel	1
4295	gavlak	2
4296	gawker	1
4297	gay	24
4298	gaza	18
4299	gaze	4
4300	gazett	1
4301	gazillion	1
4302	gbagbo	219
4303	gbessi	1
4304	gbgm	1
4305	gear	11
4306	gedda	1
4307	gedrif	1
4308	gee	1
4309	geeman	1
4310	gehman	19
4311	gejdenson	4
4312	gelu	3
4313	gen	86
4314	gendarm	9
4315	gene	2
4316	gener	356
4317	generos	3
4318	genex	1
4319	genocid	7
4320	genom	1
4321	genrikh	1
4322	gentl	1
4323	gentleman	1
4324	gentlemen	1
4325	gentli	6
4326	genuin	5
4327	geo	6
4328	geoff	1
4329	geofferi	1
4330	geoffrey	3
4331	geographi	1
4332	geolog	11
4333	geologist	2
4334	geopolit	1
4335	georg	157
4336	georgetown	1
4337	georgi	1
4338	georgia	9
4339	georgian	2
4340	gephardt	3
4341	gerald	1
4342	gerd	1
4343	gerhard	5
4344	gerin	3
4345	german	27
4346	germani	113
4347	germicid	1
4348	gerri	1
4349	gerstein	2
4350	gestapo	1
4351	gestur	23
4352	get	467
4353	getaway	9
4354	getter	1
4355	ghashmi	1
4356	ghee	1
4357	ghost	4
4358	gi	1
4359	giant	13
4360	gift	34
4361	gigant	1
4362	giggl	2
4363	gil	1
4364	gila	1
4365	gilbert	3
4366	gillespi	2
4367	gilman	1
4368	gilmor	2
4369	gimbel	1
4370	gina	1
4371	ginger	2
4372	gingerli	3
4373	girder	1
4374	girl	37
4375	girlfriend	3
4376	giuliani	13
4377	give	202
4378	given	134
4379	gizbert	6
4380	glad	13
4381	gladi	1
4382	gladkovich	4
4383	gladli	1
4384	glanc	5
4385	glascoff	2
4386	glaspi	9
4387	glass	26
4388	gleefulli	2
4389	glen	4
4390	glenni	2
4391	glimps	6
4392	glisten	1
4393	global	37
4394	globe	6
4395	glori	3
4396	gloria	1
4397	glorifi	1
4398	gloriou	2
4399	glove	4
4400	glow	5
4401	glue	4
4402	glum	1
4403	gmc	1
4404	gnassingb	1
4405	gnd	1
4406	go	748
4407	goal	21
4408	goate	2
4409	gobbl	1
4410	god	46
4411	goddess	1
4412	goe	41
4413	goggl	1
4414	goh	1
4415	goin	4
4416	gokool	1
4417	gold	16
4418	golden	4
4419	goldman	5
4420	goldsmith	3
4421	goldstein	5
4422	golf	5
4423	golfer	1
4424	goliath	1
4425	gone	80
4426	gonna	7
4427	good	306
4428	goodby	6
4429	goodwil	6
4430	gop	67
4431	goran	6
4432	gorbachov	1
4433	gordana	1
4434	gordi	3
4435	gordon	8
4436	gore	357
4437	gorgeou	1
4438	gorton	8
4439	gosh	1
4440	gossip	1
4441	gostran	1
4442	got	195
4443	gotten	11
4444	gov	138
4445	gove	1
4446	gover	1
4447	govern	802
4448	government	3
4449	governor	268
4450	gown	3
4451	grab	16
4452	grabbi	1
4453	grace	6
4454	graceless	1
4455	graciou	3
4456	grade	6
4457	grado	1
4458	gradual	9
4459	graduat	6
4460	graf	2
4461	graff	1
4462	graffiti	2
4463	graham	3
4464	grain	3
4465	graini	1
4466	gram	16
4467	gramm	3
4468	grammar	1
4469	grand	124
4470	grandchildren	2
4471	granddaught	4
4472	grandfath	2
4473	grandios	1
4474	grandma	1
4475	grandmaison	1
4476	grandmom	2
4477	grandmoth	6
4478	grandson	13
4479	granger	10
4480	granit	1
4481	grant	75
4482	grapevin	1
4483	graphic	2
4484	grappl	3
4485	grasp	7
4486	grassley	1
4487	grate	17
4488	gratifi	3
4489	gratitud	5
4490	grave	25
4491	gravesid	2
4492	gravest	1
4493	gravi	1
4494	gravit	1
4495	graviti	1
4496	gray	8
4497	graze	1
4498	great	126
4499	greater	33
4500	greatest	21
4501	greatli	2
4502	greec	4
4503	greed	1
4504	greek	5
4505	green	23
4506	greenhous	2
4507	greenleaf	1
4508	greenway	1
4509	greenwood	2
4510	greet	36
4511	greg	27
4512	gregor	5
4513	gregori	3
4514	gregorio	1
4515	grenad	11
4516	grenada	4
4517	greta	3
4518	grew	19
4519	grey	1
4520	grid	2
4521	gridlock	3
4522	grief	11
4523	griev	9
4524	grievanc	4
4525	griffith	2
4526	grim	18
4527	grimac	4
4528	grin	6
4529	grind	4
4530	grip	19
4531	grisli	2
4532	gritti	2
4533	groan	1
4534	groceri	2
4535	groh	1
4536	groom	1
4537	groov	2
4538	grope	1
4539	grosanc	1
4540	grosjean	52
4541	gross	3
4542	grotesqu	3
4543	ground	131
4544	groundbreak	1
4545	groundless	3
4546	groundstrok	14
4547	groundwork	3
4548	group	401
4549	grove	1
4550	grow	69
4551	grown	19
4552	growth	10
4553	grubac	2
4554	gruber	2
4555	grucci	3
4556	grudg	1
4557	grudgingli	1
4558	gruel	5
4559	gruesom	2
4560	grumbl	2
4561	gruntlik	4
4562	gu	1
4563	guadalup	2
4564	guarante	23
4565	guaranti	3
4566	guard	167
4567	guardao	2
4568	guardian	5
4569	guardsmen	2
4570	guatemala	44
4571	guatemalan	2
4572	gubernatori	3
4573	guei	184
4574	guerilla	4
4575	guerrilla	22
4576	guess	25
4577	guest	15
4578	guevara	1
4579	guid	32
4580	guidelin	18
4581	guido	1
4582	guie	3
4583	guillermo	1
4584	guilt	4
4585	guilti	81
4586	guinea	2
4587	guis	3
4588	gujarat	96
4589	gujarati	2
4590	gujral	2
4591	gulch	1
4592	gulf	160
4593	gull	2
4594	gullast	1
4595	gum	1
4596	gun	101
4597	gunboat	2
4598	gunfight	1
4599	gunfir	10
4600	gung	1
4601	gunman	2
4602	gunmen	1
4603	gunn	13
4604	gunrun	1
4605	gunshot	8
4606	gupta	2
4607	gurney	1
4608	guru	1
4609	gustavo	17
4610	gut	4
4611	gutman	4
4612	guy	44
4613	guzman	4
4614	guzun	1
4615	gymnasium	3
4616	gyro	3
4617	gyrocompass	1
4618	gyroscop	6
4619	ha	6
4620	haass	4
4621	habiar	1
4622	habib	1
4623	habit	2
4624	haddock	1
4625	hadhramaut	18
4626	hadi	1
4627	hadith	1
4628	hadramaut	4
4629	hager	4
4630	hagerstown	2
4631	haggard	1
4632	haggl	1
4633	hagu	48
4634	hahdramaut	1
4635	hai	7
4636	haider	1
4637	haight	2
4638	hail	12
4639	haiphong	1
4640	hair	27
4641	hairbreadth	1
4642	hairstyl	5
4643	hairstylist	1
4644	haiti	9
4645	haitian	1
4646	hal	1
4647	hale	1
4648	halevi	7
4649	haley	2
4650	half	149
4651	halfway	4
4652	haliberton	1
4653	hall	28
4654	halliburton	8
4655	hallway	4
4656	halprin	24
4657	halt	23
4658	ham	2
4659	hama	12
4660	hamdi	2
4661	hamilton	8
4662	hammer	12
4663	hammerfest	1
4664	hammock	1
4665	hamper	15
4666	hampshir	6
4667	hampton	2
4668	hamstr	1
4669	hamza	7
4670	hancock	1
4671	hand	240
4672	handcount	1
4673	handcuf	3
4674	handgun	16
4675	handi	3
4676	handicap	1
4677	handili	1
4678	handl	43
4679	handler	1
4680	handov	4
4681	handpick	5
4682	handshak	3
4683	handsom	2
4684	handwritten	4
4685	hang	23
4686	hangar	4
4687	hanger	1
4688	hankey	1
4689	hanoi	122
4690	hanov	1
4691	hantuchova	6
4692	hap	1
4693	haphazard	1
4694	happen	202
4695	happi	50
4696	happier	4
4697	happiest	3
4698	happili	1
4699	hara	1
4700	haraldseid	2
4701	harass	6
4702	harazi	3
4703	harbor	174
4704	harborsid	3
4705	harbour	1
4706	harburi	3
4707	hard	118
4708	hardbal	1
4709	hardcourt	3
4710	harden	8
4711	harder	11
4712	hardest	22
4713	hardi	3
4714	hardli	15
4715	hardlin	1
4716	hardship	6
4717	hardwar	1
4718	haren	13
4719	harerb	1
4720	harin	1
4721	harjivan	3
4722	harlem	1
4723	harley	1
4724	harm	10
4725	harmless	1
4726	harold	14
4727	harp	1
4728	harper	29
4729	harpoon	1
4730	harri	6
4731	harrison	2
4732	harrow	1
4733	harsh	16
4734	harshli	3
