t_index	term	df
4735	hart	5
4736	harvard	3
4737	harvest	1
4738	harvey	2
4739	hashim	1
4740	hasid	5
4741	hass	1
4742	hassan	1
4743	hassl	1
4744	hast	9
4745	hasten	1
4746	hastert	6
4747	hasti	2
4748	hastili	4
4749	hat	5
4750	hatch	30
4751	hate	20
4752	hatim	1
4753	hatr	9
4754	haul	7
4755	haunt	8
4756	haut	2
4757	havana	3
4758	haviar	3
4759	havoc	3
4760	haw	6
4761	hawaii	15
4762	hawk	3
4763	hawkin	43
4764	hawley	2
4765	hayat	2
4766	hazard	1
4767	head	277
4768	headach	2
4769	headband	4
4770	headdress	1
4771	headi	2
4772	headlight	1
4773	headlin	27
4774	headlinenew	2
4775	headmast	1
4776	headphon	1
4777	headquart	63
4778	headset	1
4779	headway	1
4780	heal	16
4781	heali	1
4782	health	93
4783	healthi	9
4784	heap	12
4785	hear	117
4786	heard	109
4787	heardnb	1
4788	hears	7
4789	hearst	14
4790	heart	49
4791	heartbeat	3
4792	heartbreak	2
4793	hearten	2
4794	heartfelt	2
4795	heat	38
4796	heath	2
4797	heaven	2
4798	heavi	78
4799	heaviest	2
4800	heavili	33
4801	heavyweight	6
4802	heck	1
4803	hedg	2
4804	heed	9
4805	heel	4
4806	hefe	1
4807	hegemoni	2
4808	heidi	2
4809	height	9
4810	heighten	32
4811	heir	11
4812	heiress	6
4813	heist	4
4814	heitkamp	4
4815	held	215
4816	helena	1
4817	helicopt	31
4818	hell	6
4819	hello	6
4820	helm	1
4821	helmet	11
4822	help	501
4823	helper	2
4824	helpless	4
4825	helplessli	1
4826	hem	1
4827	hemispher	6
4828	hen	1
4829	henc	3
4830	henderson	4
4831	henhous	1
4832	henin	9
4833	henman	18
4834	henri	41
4835	henrieta	3
4836	herald	9
4837	herb	2
4838	herbert	1
4839	herculean	1
4840	herd	5
4841	heritag	2
4842	hermann	1
4843	hernandez	7
4844	hernando	3
4845	hero	16
4846	heroic	8
4847	heroism	1
4848	herwig	1
4849	herzegovina	4
4850	hesit	8
4851	hetal	2
4852	heuberg	1
4853	hewitt	11
4854	hey	7
4855	hezbollah	5
4856	hi	7
4857	hiatu	2
4858	hiccup	1
4859	hicham	6
4860	hichim	1
4861	hickl	2
4862	hid	3
4863	hidden	6
4864	hide	65
4865	hideout	4
4866	hien	1
4867	high	265
4868	higher	49
4869	highest	53
4870	highland	4
4871	highli	38
4872	highlight	12
4873	highris	1
4874	highway	22
4875	hijazi	1
4876	hike	2
4877	hill	40
4878	hillari	84
4879	hilli	6
4880	hillsboro	1
4881	hillsid	24
4882	hilton	6
4883	hinder	2
4884	hindi	1
4885	hindsight	3
4886	hindu	14
4887	hing	6
4888	hingi	174
4889	hint	10
4890	hinterland	5
4891	hip	2
4892	hirashima	3
4893	hire	12
4894	hiro	5
4895	hiromi	1
4896	hisashi	2
4897	hisham	1
4898	hispan	8
4899	histor	35
4900	histori	125
4901	historian	7
4902	hit	169
4903	hitler	2
4904	hitter	1
4905	hiv	1
4906	hive	1
4907	hm	1
4908	hmm	1
4909	hmo	2
4910	ho	43
4911	hoan	2
4912	hobbl	2
4913	hobe	1
4914	hobnob	1
4915	hodeidah	2
4916	hoe	4
4917	hoeven	2
4918	hoey	1
4919	hoffman	11
4920	holbrook	8
4921	hold	180
4922	holden	3
4923	holder	4
4924	holdov	1
4925	holdup	10
4926	hole	178
4927	holf	1
4928	holi	24
4929	holiday	36
4930	holiest	2
4931	hollow	1
4932	hollywood	5
4933	holtz	3
4934	homag	1
4935	homback	1
4936	home	552
4937	homecom	10
4938	homegrown	2
4939	homeland	26
4940	homeless	26
4941	homemad	4
4942	homemak	2
4943	homeown	1
4944	homeport	3
4945	homestead	2
4946	hometown	16
4947	homework	1
4948	homicid	1
4949	homili	1
4950	hondura	9
4951	honduran	6
4952	honest	19
4953	honesti	5
4954	honestli	5
4955	honey	2
4956	honeymoon	1
4957	hong	1
4958	honk	4
4959	honolulu	1
4960	honor	75
4961	honorif	1
4962	hoogenboom	1
4963	hook	1
4964	hooper	3
4965	hoopla	1
4966	hop	8
4967	hope	333
4968	horiuchi	2
4969	horizon	5
4970	horn	12
4971	horner	1
4972	horrend	3
4973	horribl	8
4974	horrif	6
4975	horrifi	5
4976	horror	3
4977	hors	6
4978	horsch	1
4979	horseback	3
4980	horsepow	1
4981	hose	16
4982	hosni	9
4983	hospit	157
4984	hoss	1
4985	host	29
4986	hostag	41
4987	hostil	18
4988	hot	15
4989	hotb	2
4990	hotel	106
4991	hoteol	1
4992	hothead	2
4993	hotli	9
4994	hound	2
4995	houphouet	11
4996	hour	440
4997	houri	9
4998	hourli	1
4999	hourlong	1
5000	hous	654
5001	household	3
5002	housekeep	1
5003	housew	2
5004	housewif	1
5005	houston	14
5006	hover	7
5007	howard	16
5008	howev	144
5009	hq	1
5010	hrbati	21
5011	htm	15
5012	html	14
5013	http	126
5014	huaman	2
5015	huang	2
5016	hub	4
5017	hubbard	4
5018	hubbel	10
5019	hubbl	1
5020	huber	3
5021	hubert	5
5022	huckabe	1
5023	huddl	8
5024	hudson	6
5025	hue	1
5026	huff	2
5027	huffington	5
5028	huffman	1
5029	hug	15
5030	huge	84
5031	hugh	2
5032	hugo	1
5033	huh	4
5034	hulk	2
5035	hull	125
5036	human	69
5037	humanitarian	39
5038	humbl	13
5039	humbler	1
5040	humid	3
5041	humil	2
5042	humili	12
5043	humor	2
5044	humphrey	2
5045	hunch	2
5046	hundr	168
5047	hung	14
5048	hungari	3
5049	hungarian	1
5050	hunger	5
5051	hungri	11
5052	hunt	32
5053	hunta	2
5054	hunter	20
5055	huntsvil	1
5056	hurdl	4
5057	hurl	8
5058	hurrah	1
5059	hurri	4
5060	hurrican	6
5061	hurt	40
5062	hurtado	2
5063	husarova	2
5064	husband	139
5065	hush	1
5066	huski	2
5067	hussain	5
5068	hussan	1
5069	hussein	13
5070	hussian	1
5071	hut	1
5072	hutchinson	3
5073	hutchison	6
5074	hwa	3
5075	hyderabad	3
5076	hydra	3
5077	hyena	2
5078	hygien	1
5079	hymlek	2
5080	hymn	4
5081	hype	3
5082	hyperinfl	7
5083	hypothermia	2
5084	hypothet	6
5085	hyster	2
5086	hysteria	1
5087	hz	1
5088	iamaw	1
5089	ian	4
5090	iant	1
5091	ibero	5
5092	ibrahim	2
5093	icbl	1
5094	ice	3
5095	iceberg	1
5096	icg	1
5097	ick	3
5098	icn	1
5099	icon	5
5100	id	9
5101	ida	2
5102	idaho	3
5103	idea	50
5104	ideal	12
5105	ident	44
5106	identif	31
5107	identifi	117
5108	ideolog	11
5109	ideologu	1
5110	idyl	3
5111	ignacio	4
5112	ignit	1
5113	ignomini	4
5114	ignor	25
5115	igor	27
5116	ii	40
5117	iii	9
5118	il	3
5119	ili	6
5120	ilic	5
5121	ilija	1
5122	ilk	1
5123	ill	32
5124	illeg	49
5125	illegitim	7
5126	illicit	12
5127	illinoi	5
5128	illumin	1
5129	illus	3
5130	illustr	9
5131	illustri	2
5132	ilya	9
5133	imag	35
5134	imagin	32
5135	imam	2
5136	imbal	1
5137	imbu	1
5138	imf	7
5139	imlegitim	1
5140	immacul	1
5141	immedi	150
5142	immens	3
5143	immers	1
5144	immigr	40
5145	immin	5
5146	immobil	2
5147	immor	1
5148	immun	2
5149	imp	1
5150	impact	33
5151	imparti	5
5152	impass	7
5153	impati	3
5154	impeach	23
5155	impecc	2
5156	imped	3
5157	impedi	1
5158	impeech	1
5159	impend	3
5160	impenetr	1
5161	imper	1
5162	impercept	1
5163	imperfect	2
5164	imperi	2
5165	imperialist	5
5166	imperson	3
5167	impetu	2
5168	impich	1
5169	implement	16
5170	impli	5
5171	implic	14
5172	implicit	2
5173	implod	1
5174	implor	2
5175	imponder	1
5176	import	202
5177	importantli	2
5178	impos	45
5179	imposs	40
5180	impot	1
5181	impoverish	17
5182	impract	1
5183	impress	18
5184	imprimatur	1
5185	imprison	16
5186	improb	3
5187	impromptu	2
5188	improp	3
5189	improperli	1
5190	improprieti	1
5191	improv	81
5192	improvis	3
5193	impuls	2
5194	impun	4
5195	in	1
5196	inabl	9
5197	inaccess	3
5198	inaccur	4
5199	inact	1
5200	inadequ	7
5201	inadequaci	1
5202	inadvert	1
5203	inappropri	9
5204	inaugur	52
5205	inc	2
5206	incap	2
5207	incapac	18
5208	incarcer	4
5209	incas	1
5210	incens	3
5211	incent	5
5212	incerlik	1
5213	inch	26
5214	inchon	1
5215	incid	64
5216	incident	1
5217	incirlik	6
5218	incit	7
5219	inclin	4
5220	includ	399
5221	inclus	4
5222	incom	24
5223	incompat	2
5224	incompet	1
5225	incomplet	6
5226	incomprehens	1
5227	inconceiv	2
5228	inconclus	3
5229	incorrect	2
5230	incorrectli	1
5231	increas	49
5232	increasingli	36
5233	incred	19
5234	incredul	1
5235	incrimin	5
5236	incub	1
5237	incumb	52
5238	ind	8
5239	inde	33
5240	indecis	4
5241	indefens	1
5242	indefinit	14
5243	independ	134
5244	index	5
5245	india	232
5246	indian	103
5247	indiana	6
5248	indic	97
5249	indict	72
5250	indiffer	2
5251	indign	10
5252	indirect	1
5253	indirectli	4
5254	indiscret	1
5255	indispens	1
5256	indit	3
5257	individu	38
5258	indo	2
5259	indochina	2
5260	indonesia	9
5261	indonesian	1
5262	indoor	6
5263	induc	3
5264	induct	1
5265	inducte	1
5266	indulg	1
5267	industri	33
5268	ineffect	5
5269	ineffectu	2
5270	ineffici	2
5271	inelig	1
5272	inequ	1
5273	inescap	2
5274	inevit	18
5275	inexcus	2
5276	inexpens	1
5277	inexplic	1
5278	infam	2
5279	infanc	1
5280	infant	8
5281	infect	6
5282	infest	7
5283	infight	3
5284	infiltr	14
5285	inflam	4
5286	inflamm	2
5287	inflat	21
5288	inflict	17
5289	influenc	58
5290	influenti	8
5291	influx	1
5292	info	1
5293	inform	235
5294	infrastructur	3
5295	infuri	3
5296	ing	3
5297	ingal	3
5298	ingenu	1
5299	ingest	2
5300	ingrati	2
5301	inhabit	7
5302	inherit	4
5303	inhibit	2
5304	inim	1
5305	iniquit	1
5306	initi	120
5307	inject	8
5308	injur	262
5309	injuri	79
5310	injustic	2
5311	ink	1
5312	inkl	3
5313	inland	2
5314	inlay	1
5315	inmat	128
5316	inn	9
5317	innat	1
5318	inner	27
5319	innoc	36
5320	innocu	1
5321	innov	6
5322	innsbrook	2
5323	innumer	2
5324	inquir	1
5325	inquiri	41
5326	inquisit	3
5327	inquisitor	1
5328	insati	1
5329	insect	1
5330	insecur	1
5331	insepar	1
5332	insert	3
5333	insid	168
5334	insight	1
5335	insinu	1
5336	insist	106
5337	inspect	14
5338	inspector	13
5339	inspir	12
5340	inspit	1
5341	instabl	14
5342	instal	26
5343	instanc	18
5344	instant	5
5345	instantan	2
5346	instantli	15
5347	instead	81
5348	instil	1
5349	instinct	5
5350	institut	87
5351	institution	4
5352	instituto	1
5353	instruct	17
5354	instrument	18
5355	insular	1
5356	insult	3
5357	insur	12
5358	insurg	20
5359	insurmount	1
5360	insurrect	3
5361	intact	6
5362	integr	9
5363	intellectu	5
5364	intellig	176
5365	intelligentia	1
5366	intend	52
5367	intens	32
5368	intensifi	15
5369	intent	41
5370	inter	2
5371	interact	2
5372	interced	3
5373	intercept	6
5374	intercontinent	1
5375	interdict	1
5376	interest	143
5377	interf	1
5378	interfax	9
5379	interfer	3
5380	interim	30
5381	interior	28
5382	intermediari	2
5383	intermingl	1
5384	intermitt	5
5385	intern	299
5386	internet	21
5387	interpret	12
5388	interraci	1
5389	interrog	24
5390	interrupt	13
5391	intersect	4
5392	interst	2
5393	intertwin	3
5394	interv	1
5395	interven	19
5396	intervent	18
5397	interview	164
5398	intifada	1
5399	intim	1
5400	intimid	7
5401	intoler	2
5402	intox	6
5403	intransit	1
5404	intric	2
5405	intricaci	1
5406	intrigu	5
5407	introduc	16
5408	introduct	2
5409	introductori	1
5410	introspect	1
5411	intrus	1
5412	intyr	4
5413	inund	2
5414	invad	2
5415	invalid	7
5416	invas	5
5417	invent	7
5418	invert	1
5419	invest	45
5420	investbanka	1
5421	investig	664
5422	investigat	1
5423	investor	16
5424	invigor	1
5425	invinc	2
5426	inviol	1
5427	invit	30
5428	invok	1
5429	involv	196
5430	inward	2
5431	iowa	20
5432	ipd	1
5433	ira	3
5434	iran	21
5435	iranian	7
5436	iraq	63
5437	iraqi	18
5438	irina	2
5439	irish	2
5440	iron	39
5441	ironi	1
5442	irrat	2
5443	irregular	17
5444	irrelev	2
5445	irrespons	3
5446	irrevers	4
5447	irrevoc	2
5448	irrit	1
5449	irv	47
5450	irvingpd	12
5451	iryani	21
5452	isabela	2
5453	ise	1
5454	isff	1
5455	isham	2
5456	isl	1
5457	islam	164
5458	islamabad	4
5459	islamist	1
5460	islamiya	2
5461	island	34
5462	islaymiyya	1
5463	islyki	1
5464	ismael	3
5465	isol	41
5466	isolationist	1
5467	isra	91
5468	israel	123
5469	issu	262
5470	issuanc	3
5471	istanbul	1
5472	itali	11
5473	italian	5
5474	itar	5
5475	itch	2
5476	item	7
5477	itf	1
5478	ithaca	2
5479	itiner	1
5480	itinerari	4
5481	itogi	3
5482	iv	1
5483	iva	6
5484	ivan	4
5485	ivanak	1
5486	ivanov	39
5487	ivashkov	2
5488	ivo	1
5489	ivoirian	17
5490	ivoirit	2
5491	ivon	2
5492	ivori	211
5493	ivorian	64
5494	iwo	2
5495	izetbegov	2
5496	ja	15
5497	jack	21
5498	jacket	6
5499	jackhamm	2
5500	jacki	7
5501	jackson	4
5502	jacksonvil	2
5503	jacob	1
5504	jacobson	1
5505	jacqu	7
5506	jag	9
5507	jagdishthandra	1
5508	jagland	3
5509	jai	1
5510	jail	60
5511	jailbreak	1
5512	jaim	8
5513	jaisalm	1
5514	jakarta	1
5515	jake	25
5516	jalpataua	5
5517	jam	13
5518	jamal	6
5519	jambiya	1
5520	jame	64
5521	jami	4
5522	jan	49
5523	jana	1
5524	janata	3
5525	jane	9
5526	janel	1
5527	janet	17
5528	janett	2
5529	jang	2
5530	jangonibi	1
5531	janiss	3
5532	janitor	1
5533	jankov	1
5534	januari	29
5535	japan	152
5536	japanes	72
5537	jarcob	2
5538	jason	1
5539	jauntier	1
5540	javier	7
5541	jay	4
5542	jayantil	1
5543	jayn	5
5544	jayshre	3
5545	jaysukhlalani	1
5546	jazeera	3
5547	jazera	1
5548	jd	1
5549	jdc	1
5550	jealous	1
5551	jean	81
5552	jeann	1
5553	jeanni	2
5554	jeb	4
5555	jeep	13
5556	jeevan	1
5557	jeff	4
5558	jefferson	29
5559	jefford	2
5560	jefri	1
5561	jehangir	1
5562	jelena	8
5563	jen	6
5564	jenna	2
5565	jenni	1
5566	jennif	55
5567	jeopard	1
5568	jeopardi	2
5569	jerica	1
5570	jerk	1
5571	jerom	4
5572	jerri	16
5573	jerrold	1
5574	jersey	24
5575	jerudong	1
5576	jerusalem	13
5577	jess	2
5578	jessi	2
5579	jesu	2
5580	jet	20
5581	jethwa	1
5582	jew	10
5583	jewel	1
5584	jewelri	3
5585	jewish	17
5586	jhonni	1
5587	jiang	9
5588	jiddah	2
5589	jig	1
5590	jihad	34
5591	jihadi	2
5592	jihadist	2
5593	jim	106
5594	jima	2
5595	jimen	1
5596	jimmi	10
5597	jing	1
5598	jiri	11
5599	jiten	2
5600	jitsukawa	1
5601	jo	11
5602	joachim	1
5603	joan	4
5604	job	144
5605	jobe	6
5606	jobless	2
5607	jochamowitz	2
5608	jockey	2
5609	jocular	1
5610	jodi	3
5611	joe	8
5612	joel	1
5613	joerg	1
5614	jog	1
5615	johann	1
5616	johansson	3
5617	john	204
5618	johnashcroft	6
5619	johnn	1
5620	johnni	1
5621	johnson	16
5622	join	138
5623	joint	36
5624	jointli	1
5625	joke	18
5626	jolt	8
5627	jon	17
5628	jonathan	13
5629	jone	29
5630	jong	2
5631	jordan	12
5632	jordanian	4
5633	jorg	3
5634	joschka	2
5635	jose	21
5636	joseph	45
5637	josh	2
5638	joshi	2
5639	joshua	4
5640	josip	1
5641	jospin	1
5642	jostl	2
5643	journalist	61
5644	journey	21
5645	journeyni	1
5646	joust	2
5647	jovanov	2
5648	jovic	3
5649	joy	13
5650	joyou	4
5651	joyous	1
5652	joyrid	1
5653	joytosna	3
5654	jr	28
5655	jrm	2
5656	jtf	2
5657	juan	21
5658	juana	2
5659	juarez	1
5660	jubil	13
5661	judd	9
5662	judg	101
5663	judgement	1
5664	judgeship	2
5665	judgment	11
5666	judi	3
5667	judici	27
5668	judiciari	14
5669	judith	8
5670	juelu	2
5671	jug	1
5672	juggler	1
5673	jugic	1
5674	jukic	3
5675	jul	2
5676	juli	69
5677	julio	5
5678	jumbl	2
5679	jump	23
5680	jumper	2
5681	junction	1
5682	june	46
5683	jung	5
5684	jungl	1
5685	junior	9
5686	junk	10
5687	junta	71
5688	jurenovich	4
5689	jurgua	1
5690	juri	22
5691	jurisdict	2
5692	jurisprud	1
5693	jurist	2
5694	juror	6
5695	justic	173
5696	justif	5
5697	justifi	12
5698	justin	7
5699	kafelnikov	49
5700	kaffu	1
5701	kahn	4
5702	kalamazoo	2
5703	kalashnikov	7
5704	kalemegdan	1
5705	kalmen	1
5706	kaluga	1
5707	kamarau	1
5708	kamikaz	3
5709	kamisar	1
5710	kan	4
5711	kandahar	3
5712	kansa	18
5713	kansara	1
5714	karachi	5
5715	karadich	1
5716	karadjordjev	8
5717	karadz	5
5718	karamo	1
5719	karat	1
5720	karen	1
5721	karim	12
5722	karin	2
5723	karisma	1
5724	karita	2
5725	karl	2
5726	karol	3
5727	karuth	6
5728	kashmir	2
5729	kasich	1
5730	kasra	2
5731	katarina	2
5732	kathi	1
5733	kathia	4
5734	kathleen	4
5735	kati	6
5736	katmandu	1
5737	katzenbach	1
5738	kay	5
5739	kcep	3
5740	kearney	1
5741	keedysvil	1
5742	keef	1
5743	keel	8
5744	keeler	2
5745	keen	3
5746	keep	182
5747	keith	11
5748	kelli	3
5749	kemba	2
5750	kemp	4
5751	ken	7
5752	kendal	3
5753	kendel	1
5754	kenedi	21
5755	kennedi	30
5756	kenneth	25
5757	kenni	1
5758	kent	5
5759	kentucki	6
5760	kenya	40
5761	kenyan	3
5762	kenzo	3
5763	kept	70
5764	kera	1
5765	kerchief	1
5766	kerrey	1
5767	kerri	3
5768	keshubhai	4
5769	ketan	4
5770	kevin	6
5771	key	88
5772	keyboard	3
5773	keyston	2
5774	kft	1
5775	kgb	6
5776	kha	7
5777	khai	1
5778	khaldei	1
5779	khale	4
5780	khalifa	3
5781	khamri	1
5782	khoan	1
5783	khobar	10
5784	khou	2
5785	khouang	1
5786	ki	1
5787	kick	14
5788	kickback	6
5789	kid	11
5790	kidnap	40
5791	kidnapp	7
5792	kidney	6
5793	kiefer	7
5794	kieli	2
5795	kielli	2
5796	kill	690
5797	killer	22
5798	kilomet	3
5799	kim	23
5800	kin	3
5801	kind	183
5802	kinda	2
5803	kinder	1
5804	king	22
5805	kingdom	3
5806	kingsvil	1
5807	kinship	1
5808	kipper	2
5809	kiri	1
5810	kirk	17
5811	kirti	1
5812	kiss	8
5813	kissimme	1
5814	kit	13
5815	kitchen	11
5816	kitkat	1
5817	kitti	2
5818	kktv	9
5819	klebanov	15
5820	klempson	1
5821	kline	2
5822	klink	3
5823	kmov	5
5824	knack	2
5825	knee	2
5826	kneel	3
5827	knew	67
5828	knez	1
5829	knife	7
5830	knippschild	1
5831	knit	1
5832	knive	4
5833	knock	33
5834	knockout	1
5835	knot	1
5836	know	487
5837	knowingli	1
5838	knowledg	17
5839	known	203
5840	knoxvil	5
5841	kobe	1
5842	koch	1
5843	kofi	19
5844	kohl	2
5845	kohut	4
5846	kokilabehn	1
5847	koler	4
5848	koleskinov	3
5849	kolesnikov	38
5850	kollek	4
5851	kolubara	36
5852	kolubarska	1
5853	komasagua	1
5854	komers	2
5855	komsomolskaya	1
5856	konan	15
5857	kone	3
5858	kong	1
5859	konsensu	1
5860	korac	4
5861	koran	4
5862	korea	20
5863	korean	12
5864	korhogo	11
5865	kornblum	1
5866	korton	1
5867	koryerov	1
5868	kosovar	3
5869	kosovo	154
5870	kosovor	1
5871	kosovska	1
5872	kostinitca	2
5873	kostolac	1
5874	kostrolot	1
5875	kostroma	1
5876	kostunica	535
5877	kothari	2
5878	kouassi	1
5879	kournikova	38
5880	kovac	1
5881	kovacev	4
5882	kragujevac	2
5883	kraljevo	1
5884	krall	1
5885	krasnaya	1
5886	kratochvil	2
5887	krauss	1
5888	kremlin	6
5889	krin	1
5890	krishna	1
5891	kristen	1
5892	kristi	1
5893	kristina	1
5894	krugel	2
5895	kubikov	1
5896	kucera	3
5897	kuchera	2
5898	kuerten	27
5899	kuerton	1
5900	kugel	1
5901	kuluada	1
5902	kumamoto	1
5903	kumbh	3
5904	kumsomolitz	2
5905	kuntal	3
5906	kurd	1
5907	kuroyedov	12
5908	kursk	177
5909	kursumlija	1
5910	kurti	1
5911	kusa	1
5912	kusi	1
5913	kutch	4
5914	kuwait	23
5915	kuwaiti	1
5916	kvashnin	3
5917	ky	1
5918	kyl	5
5919	kyushu	2
5920	la	89
5921	lab	9
5922	label	8
5923	labor	27
5924	laboratori	12
5925	labori	1
5926	labu	3
5927	lac	1
5928	lace	4
5929	lacey	1
5930	lacina	1
5931	lack	49
5932	lackey	3
5933	lacki	1
5934	ladder	5
5935	laden	284
5936	ladi	35
5937	lae	1
5938	lafayett	2
5939	lag	3
5940	lahat	1
5941	lahej	9
5942	lahiri	1
5943	laid	19
5944	lain	2
5945	lair	2
5946	lake	6
5947	lakeina	2
5948	lakiba	2
5949	lakshmi	3
5950	lal	1
5951	lam	15
5952	lamb	1
5953	lambast	1
5954	lambent	1
5955	lambert	2
5956	lame	2
5957	lament	3
5958	lamont	1
5959	lamp	2
5960	lan	2
5961	lanc	1
5962	lancast	1
5963	lanchin	2
5964	land	74
5965	landlord	8
5966	landmark	6
5967	landmin	1
5968	landown	1
5969	landscap	3
5970	landslid	78
5971	landstuhl	43
5972	lane	6
5973	lang	2
5974	langdon	1
5975	langhorn	1
5976	langston	2
5977	languag	35
5978	languish	2
5979	lans	1
5980	lanviara	1
5981	lao	11
5982	lap	4
5983	lapdog	1
5984	lapel	3
5985	lapentti	1
5986	laps	23
5987	laquawensa	1
5988	lar	3
5989	lara	7
5990	lard	1
5991	larg	151
5992	larger	34
5993	largess	1
5994	largest	103
5995	laron	2
5996	larri	40
5997	larson	3
5998	lasal	1
5999	laser	2
6000	lash	5
6001	last	885
6002	latch	2
6003	late	206
6004	latecom	2
6005	latent	2
6006	later	255
6007	latest	67
6008	latham	6
6009	latifah	2
6010	latin	25
6011	latter	2
6012	laud	4
6013	lauderdal	2
6014	laugh	6
6015	laughter	2
6016	launch	61
6017	launder	32
6018	laundri	1
6019	laura	6
6020	lauran	5
6021	laurent	31
6022	lauri	2
6023	lautenberg	6
6024	laver	20
6025	lavish	2
6026	lavishli	1
6027	law	226
6028	lawless	6
6029	lawmak	67
6030	lawn	5
6031	lawrenc	12
6032	lawsuit	2
6033	lawton	3
6034	lawyer	155
6035	lax	8
6036	laxiti	2
6037	laxman	3
6038	lay	26
6039	layer	6
6040	layoff	2
6041	layov	3
6042	lazarevac	2
6043	lazi	1
6044	lazili	1
6045	lazio	55
6046	lazo	1
6047	le	9
6048	lead	250
6049	leadem	1
6050	leader	633
6051	leadership	39
6052	leagu	8
6053	leak	16
6054	lean	14
6055	leap	5
6056	learn	67
6057	learnt	2
6058	leas	1
6059	least	281
6060	leather	6
6061	leav	241
6062	leavenworth	2
6063	leavitt	1
6064	lebanes	3
6065	lebanon	23
6066	lectur	2
6067	led	155
6068	lee	19
6069	leech	4
6070	lefortovo	16
6071	lefrotovo	1
6072	left	341
6073	leftist	24
6074	leftov	4
6075	leg	53
6076	legaci	14
6077	legal	88
6078	legend	5
6079	legendari	2
6080	legion	1
6081	legisl	52
6082	legislatur	23
6083	legitim	13
6084	legitimaci	12
6085	lehan	2
6086	lehrer	3
6087	leicest	1
6088	leidig	4
6089	lend	13
6090	lender	2
6091	lendl	1
6092	length	8
6093	lengthi	9
6094	lenienc	4
6095	lenient	1
6096	leningradski	2
6097	lennard	1
6098	lent	1
6099	leon	5
6100	leonard	15
6101	leposava	1
6102	leprinc	1
6103	lesbian	4
6104	lesion	1
6105	lesley	1
6106	lesli	2
6107	less	110
6108	lessen	1
6109	lesser	4
6110	lesson	18
6111	lest	1
6112	let	166
6113	letdown	1
6114	lethal	2
6115	letter	131
6116	letup	1
6117	leve	1
6118	level	145
6119	lever	4
6120	leverag	3
6121	lewi	1
6122	lewinski	7
6123	lexington	4
6124	lg	1
6125	li	7
6126	liabil	1
6127	liar	5
6128	libbi	3
6129	liber	33
6130	liberia	5
6131	liberti	8
6132	libido	1
6133	librari	3
6134	libya	8
6135	libyan	9
6136	licens	34
6137	lid	1
6138	lida	1
6139	lie	57
6140	lieberman	38
6141	lien	11
6142	lieuten	17
6143	life	198
6144	lifeless	1
6145	lifelong	1
6146	lifestyl	2
6147	lifetim	4
6148	lift	123
6149	light	52
6150	lightbulb	1
6151	lighter	2
6152	lightheartedli	2
6153	lightli	5
6154	lightn	4
6155	like	630
6156	likelihood	3
6157	liken	1
6158	likin	3
6159	lilic	3
6160	lima	47
6161	limb	12
6162	lime	4
6163	limit	48
6164	limousin	13
6165	limp	5
6166	limpli	1
6167	lincoln	7
6168	linda	7
6169	lindenhurt	2
6170	lindi	1
6171	lindsay	52
6172	lindsey	2
6173	line	200
6174	lineman	1
6175	liner	3
6176	lineup	4
6177	linger	17
6178	linguist	1
6179	link	109
6180	lion	2
6181	lionel	1
6182	lioniz	1
6183	lip	2
6184	lipent	1
6185	lippin	2
6186	lippold	45
6187	liquid	2
6188	lir	1
6189	lisa	24
6190	lisnard	2
6191	list	124
6192	listen	28
6193	lister	2
6194	lists	1
6195	lit	7
6196	liter	12
6197	literaci	1
6198	literatur	2
6199	lith	1
6200	liton	1
6201	litter	3
6202	littl	211
6203	litton	7
6204	littor	1
6205	liturgi	1
6206	liv	2
6207	live	302
6208	liveliest	1
6209	liver	1
6210	llagostera	4
6211	lleyton	8
6212	llosa	3
6213	lloyd	3
6214	lo	21
6215	load	58
6216	loader	6
6217	loan	37
6218	loayza	3
6219	lob	12
6220	lobbi	7
6221	lobbyist	1
6222	lobito	2
6223	local	123
6224	locani	4
6225	locat	53
6226	lock	29
6227	locker	1
6228	lockerbi	2
6229	lockup	1
6230	locu	1
6231	lodg	1
6232	loft	2
6233	lofti	2
6234	loftiest	1
6235	log	7
6236	logic	5
6237	logist	13
6238	logvinovich	1
6239	lohna	4
6240	loi	1
6241	loit	1
6242	london	39
6243	lone	8
6244	long	339
6245	longer	74
6246	longest	6
6247	longev	1
6248	longshot	1
6249	longstand	4
6250	longtim	31
6251	look	324
6252	lookout	3
6253	loom	7
6254	loop	1
6255	loophol	2
6256	loos	24
6257	loosen	7
6258	looser	2
6259	loot	11
6260	lopez	9
6261	lopsid	4
6262	loran	7
6263	lord	6
6264	lore	1
6265	lorensen	2
6266	lorenzo	6
6267	lori	1
6268	loron	2
6269	lorri	1
6270	lose	100
6271	loser	10
6272	loss	79
6273	lost	218
6274	lot	184
6275	lott	12
6276	lotteri	1
6277	lou	1
6278	loud	16
6279	loudli	1
6280	loudspeak	9
6281	loug	3
6282	loui	121
6283	louisiana	6
6284	louisvil	4
6285	lourd	1
